,ytid,start_time,class,set
0,clip_1_056,0,thunder,test
1,clip_1_130,0,thunder,test
2,clip_1_134,0,thunder,test
3,clip_1_108,0,thunder,test
4,clip_1_150,0,thunder,test
5,clip_1_093,0,thunder,test
6,clip_1_128,0,thunder,test
7,clip_1_072,0,thunder,test
8,clip_1_075,0,thunder,test
9,clip_1_082,0,thunder,test
10,clip_1_036,0,thunder,test
11,clip_1_162,0,thunder,test
12,clip_1_101,0,thunder,test
13,clip_1_105,0,thunder,test
14,clip_1_173,0,thunder,test
15,clip_1_129,0,thunder,test
16,clip_1_180,0,thunder,test
17,clip_1_170,0,thunder,test
18,clip_1_179,0,thunder,test
19,clip_1_016,0,thunder,test
20,clip_1_198,0,thunder,test
21,clip_1_154,0,thunder,test
22,clip_1_049,0,thunder,test
23,clip_1_199,0,thunder,test
24,clip_1_023,0,thunder,test
25,clip_1_071,0,thunder,test
26,clip_1_106,0,thunder,test
27,clip_1_165,0,thunder,test
28,clip_1_011,0,thunder,test
29,clip_1_114,0,thunder,test
30,clip_1_096,0,thunder,test
31,clip_1_007,0,thunder,test
32,clip_1_196,0,thunder,test
33,clip_1_059,0,thunder,test
34,clip_1_051,0,thunder,test
35,clip_1_184,0,thunder,test
36,clip_1_034,0,thunder,test
37,clip_1_160,0,thunder,test
38,clip_1_153,0,thunder,test
39,clip_1_097,0,thunder,test
40,clip_1_033,0,thunder,test
41,clip_1_107,0,thunder,test
42,clip_1_186,0,thunder,test
43,clip_1_066,0,thunder,test
44,clip_1_146,0,thunder,test
45,clip_1_149,0,thunder,test
46,clip_1_080,0,thunder,test
47,clip_1_190,0,thunder,test
48,clip_1_009,0,thunder,test
49,clip_1_032,0,thunder,test
50,clip_1_159,0,thunder,test
51,clip_1_183,0,thunder,test
52,clip_1_167,0,thunder,test
53,clip_1_191,0,thunder,test
54,clip_1_178,0,thunder,test
55,clip_1_113,0,thunder,test
56,clip_1_079,0,thunder,test
57,clip_1_121,0,thunder,test
58,clip_1_161,0,thunder,test
59,clip_1_004,0,thunder,test
60,clip_1_126,0,thunder,test
61,clip_1_074,0,thunder,test
62,clip_1_031,0,thunder,test
63,clip_1_029,0,thunder,test
64,clip_1_152,0,thunder,test
65,clip_1_068,0,thunder,test
66,clip_1_137,0,thunder,test
67,clip_1_095,0,thunder,test
68,clip_1_025,0,thunder,test
69,clip_1_028,0,thunder,test
70,clip_1_088,0,thunder,test
71,clip_1_164,0,thunder,test
72,clip_1_060,0,thunder,test
73,clip_1_069,0,thunder,test
74,clip_1_116,0,thunder,test
75,clip_1_099,0,thunder,test
76,clip_1_052,0,thunder,test
77,clip_1_061,0,thunder,test
78,clip_1_200,0,thunder,test
79,clip_1_138,0,thunder,test
80,clip_1_177,0,thunder,test
81,clip_1_040,0,thunder,test
82,clip_1_046,0,thunder,test
83,clip_1_058,0,thunder,test
84,clip_1_133,0,thunder,test
85,clip_1_110,0,thunder,test
86,clip_1_090,0,thunder,test
87,clip_1_026,0,thunder,test
88,clip_1_020,0,thunder,test
89,clip_1_125,0,thunder,test
90,clip_1_085,0,thunder,test
91,clip_1_118,0,thunder,test
92,clip_1_083,0,thunder,test
93,clip_1_148,0,thunder,test
94,clip_1_076,0,thunder,test
95,clip_1_147,0,thunder,test
96,clip_1_111,0,thunder,test
97,clip_1_185,0,thunder,test
98,clip_1_144,0,thunder,test
99,clip_1_010,0,thunder,test
100,clip_1_042,0,thunder,test
101,clip_1_021,0,thunder,test
102,clip_1_045,0,thunder,test
103,clip_1_043,0,thunder,test
104,clip_1_194,0,thunder,test
105,clip_1_086,0,thunder,test
106,clip_1_089,0,thunder,test
107,clip_1_172,0,thunder,test
108,clip_1_055,0,thunder,test
109,clip_1_053,0,thunder,test
110,clip_1_104,0,thunder,test
111,clip_1_193,0,thunder,test
112,clip_1_081,0,thunder,test
113,clip_1_115,0,thunder,test
114,clip_1_050,0,thunder,test
115,clip_1_132,0,thunder,test
116,clip_1_103,0,thunder,test
117,clip_1_135,0,thunder,test
118,clip_1_091,0,thunder,test
119,clip_1_030,0,thunder,test
120,clip_1_176,0,thunder,test
121,clip_1_139,0,thunder,test
122,clip_1_171,0,thunder,test
123,clip_1_143,0,thunder,test
124,clip_1_192,0,thunder,test
125,clip_1_015,0,thunder,test
126,clip_1_127,0,thunder,test
127,clip_1_120,0,thunder,test
128,clip_1_084,0,thunder,test
129,clip_1_005,0,thunder,test
130,clip_1_067,0,thunder,test
131,clip_1_054,0,thunder,test
132,clip_1_155,0,thunder,test
133,clip_1_041,0,thunder,test
134,clip_1_027,0,thunder,test
135,clip_1_140,0,thunder,test
136,clip_1_047,0,thunder,test
137,clip_1_035,0,thunder,test
138,clip_1_048,0,thunder,test
139,clip_1_070,0,thunder,test
140,clip_1_063,0,thunder,test
141,clip_1_195,0,thunder,test
142,clip_1_013,0,thunder,test
143,clip_1_073,0,thunder,test
144,clip_1_014,0,thunder,test
145,clip_1_006,0,thunder,test
146,clip_1_062,0,thunder,test
147,clip_1_197,0,thunder,test
148,clip_1_039,0,thunder,test
149,clip_1_098,0,thunder,test
150,clip_1_181,0,thunder,test
151,clip_1_024,0,thunder,test
152,clip_1_123,0,thunder,test
153,clip_1_019,0,thunder,test
154,clip_1_038,0,thunder,test
155,clip_1_044,0,thunder,test
156,clip_1_008,0,thunder,test
157,clip_1_156,0,thunder,test
158,clip_1_078,0,thunder,test
159,clip_1_100,0,thunder,test
160,clip_1_168,0,thunder,test
161,clip_1_064,0,thunder,test
162,clip_1_112,0,thunder,test
163,clip_1_087,0,thunder,test
164,clip_1_182,0,thunder,test
165,clip_1_092,0,thunder,test
166,clip_1_189,0,thunder,test
167,clip_1_003,0,thunder,test
168,clip_1_169,0,thunder,test
169,clip_1_131,0,thunder,test
170,clip_1_102,0,thunder,test
171,clip_1_166,0,thunder,test
172,clip_1_109,0,thunder,test
173,clip_1_012,0,thunder,test
174,clip_1_141,0,thunder,test
175,clip_1_124,0,thunder,test
176,clip_1_145,0,thunder,test
177,clip_1_163,0,thunder,test
178,clip_1_174,0,thunder,test
179,clip_1_136,0,thunder,test
180,clip_1_002,0,thunder,test
181,clip_1_119,0,thunder,test
182,clip_1_001,0,thunder,test
183,clip_1_188,0,thunder,test
184,clip_1_022,0,thunder,test
185,clip_1_018,0,thunder,test
186,clip_1_117,0,thunder,test
187,clip_1_017,0,thunder,test
188,clip_1_157,0,thunder,test
189,clip_1_158,0,thunder,test
190,clip_1_175,0,thunder,test
191,clip_1_077,0,thunder,test
192,clip_1_187,0,thunder,test
193,clip_1_142,0,thunder,test
194,clip_1_037,0,thunder,test
195,clip_1_057,0,thunder,test
196,clip_1_094,0,thunder,test
197,clip_1_151,0,thunder,test
198,clip_1_122,0,thunder,test
199,clip_1_065,0,thunder,test
0,clip_1_056,0,thunder,train
1,clip_1_130,0,thunder,train
2,clip_1_134,0,thunder,train
3,clip_1_108,0,thunder,train
4,clip_1_150,0,thunder,train
5,clip_1_093,0,thunder,train
6,clip_1_128,0,thunder,train
7,clip_1_072,0,thunder,train
8,clip_1_075,0,thunder,train
9,clip_1_082,0,thunder,train
10,clip_1_036,0,thunder,train
11,clip_1_162,0,thunder,train
12,clip_1_101,0,thunder,train
13,clip_1_105,0,thunder,train
14,clip_1_173,0,thunder,train
15,clip_1_129,0,thunder,train
16,clip_1_180,0,thunder,train
17,clip_1_170,0,thunder,train
18,clip_1_179,0,thunder,train
19,clip_1_016,0,thunder,train
20,clip_1_198,0,thunder,train
21,clip_1_154,0,thunder,train
22,clip_1_049,0,thunder,train
23,clip_1_199,0,thunder,train
24,clip_1_023,0,thunder,train
25,clip_1_071,0,thunder,train
26,clip_1_106,0,thunder,train
27,clip_1_165,0,thunder,train
28,clip_1_011,0,thunder,train
29,clip_1_114,0,thunder,train
30,clip_1_096,0,thunder,train
31,clip_1_007,0,thunder,train
32,clip_1_196,0,thunder,train
33,clip_1_059,0,thunder,train
34,clip_1_051,0,thunder,train
35,clip_1_184,0,thunder,train
36,clip_1_034,0,thunder,train
37,clip_1_160,0,thunder,train
38,clip_1_153,0,thunder,train
39,clip_1_097,0,thunder,train
40,clip_1_033,0,thunder,train
41,clip_1_107,0,thunder,train
42,clip_1_186,0,thunder,train
43,clip_1_066,0,thunder,train
44,clip_1_146,0,thunder,train
45,clip_1_149,0,thunder,train
46,clip_1_080,0,thunder,train
47,clip_1_190,0,thunder,train
48,clip_1_009,0,thunder,train
49,clip_1_032,0,thunder,train
50,clip_1_159,0,thunder,train
51,clip_1_183,0,thunder,train
52,clip_1_167,0,thunder,train
53,clip_1_191,0,thunder,train
54,clip_1_178,0,thunder,train
55,clip_1_113,0,thunder,train
56,clip_1_079,0,thunder,train
57,clip_1_121,0,thunder,train
58,clip_1_161,0,thunder,train
59,clip_1_004,0,thunder,train
60,clip_1_126,0,thunder,train
61,clip_1_074,0,thunder,train
62,clip_1_031,0,thunder,train
63,clip_1_029,0,thunder,train
64,clip_1_152,0,thunder,train
65,clip_1_068,0,thunder,train
66,clip_1_137,0,thunder,train
67,clip_1_095,0,thunder,train
68,clip_1_025,0,thunder,train
69,clip_1_028,0,thunder,train
70,clip_1_088,0,thunder,train
71,clip_1_164,0,thunder,train
72,clip_1_060,0,thunder,train
73,clip_1_069,0,thunder,train
74,clip_1_116,0,thunder,train
75,clip_1_099,0,thunder,train
76,clip_1_052,0,thunder,train
77,clip_1_061,0,thunder,train
78,clip_1_200,0,thunder,train
79,clip_1_138,0,thunder,train
80,clip_1_177,0,thunder,train
81,clip_1_040,0,thunder,train
82,clip_1_046,0,thunder,train
83,clip_1_058,0,thunder,train
84,clip_1_133,0,thunder,train
85,clip_1_110,0,thunder,train
86,clip_1_090,0,thunder,train
87,clip_1_026,0,thunder,train
88,clip_1_020,0,thunder,train
89,clip_1_125,0,thunder,train
90,clip_1_085,0,thunder,train
91,clip_1_118,0,thunder,train
92,clip_1_083,0,thunder,train
93,clip_1_148,0,thunder,train
94,clip_1_076,0,thunder,train
95,clip_1_147,0,thunder,train
96,clip_1_111,0,thunder,train
97,clip_1_185,0,thunder,train
98,clip_1_144,0,thunder,train
99,clip_1_010,0,thunder,train
100,clip_1_042,0,thunder,train
101,clip_1_021,0,thunder,train
102,clip_1_045,0,thunder,train
103,clip_1_043,0,thunder,train
104,clip_1_194,0,thunder,train
105,clip_1_086,0,thunder,train
106,clip_1_089,0,thunder,train
107,clip_1_172,0,thunder,train
108,clip_1_055,0,thunder,train
109,clip_1_053,0,thunder,train
110,clip_1_104,0,thunder,train
111,clip_1_193,0,thunder,train
112,clip_1_081,0,thunder,train
113,clip_1_115,0,thunder,train
114,clip_1_050,0,thunder,train
115,clip_1_132,0,thunder,train
116,clip_1_103,0,thunder,train
117,clip_1_135,0,thunder,train
118,clip_1_091,0,thunder,train
119,clip_1_030,0,thunder,train
120,clip_1_176,0,thunder,train
121,clip_1_139,0,thunder,train
122,clip_1_171,0,thunder,train
123,clip_1_143,0,thunder,train
124,clip_1_192,0,thunder,train
125,clip_1_015,0,thunder,train
126,clip_1_127,0,thunder,train
127,clip_1_120,0,thunder,train
128,clip_1_084,0,thunder,train
129,clip_1_005,0,thunder,train
130,clip_1_067,0,thunder,train
131,clip_1_054,0,thunder,train
132,clip_1_155,0,thunder,train
133,clip_1_041,0,thunder,train
134,clip_1_027,0,thunder,train
135,clip_1_140,0,thunder,train
136,clip_1_047,0,thunder,train
137,clip_1_035,0,thunder,train
138,clip_1_048,0,thunder,train
139,clip_1_070,0,thunder,train
140,clip_1_063,0,thunder,train
141,clip_1_195,0,thunder,train
142,clip_1_013,0,thunder,train
143,clip_1_073,0,thunder,train
144,clip_1_014,0,thunder,train
145,clip_1_006,0,thunder,train
146,clip_1_062,0,thunder,train
147,clip_1_197,0,thunder,train
148,clip_1_039,0,thunder,train
149,clip_1_098,0,thunder,train
150,clip_1_181,0,thunder,train
151,clip_1_024,0,thunder,train
152,clip_1_123,0,thunder,train
153,clip_1_019,0,thunder,train
154,clip_1_038,0,thunder,train
155,clip_1_044,0,thunder,train
156,clip_1_008,0,thunder,train
157,clip_1_156,0,thunder,train
158,clip_1_078,0,thunder,train
159,clip_1_100,0,thunder,train
160,clip_1_168,0,thunder,train
161,clip_1_064,0,thunder,train
162,clip_1_112,0,thunder,train
163,clip_1_087,0,thunder,train
164,clip_1_182,0,thunder,train
165,clip_1_092,0,thunder,train
166,clip_1_189,0,thunder,train
167,clip_1_003,0,thunder,train
168,clip_1_169,0,thunder,train
169,clip_1_131,0,thunder,train
170,clip_1_102,0,thunder,train
171,clip_1_166,0,thunder,train
172,clip_1_109,0,thunder,train
173,clip_1_012,0,thunder,train
174,clip_1_141,0,thunder,train
175,clip_1_124,0,thunder,train
176,clip_1_145,0,thunder,train
177,clip_1_163,0,thunder,train
178,clip_1_174,0,thunder,train
179,clip_1_136,0,thunder,train
180,clip_1_002,0,thunder,train
181,clip_1_119,0,thunder,train
182,clip_1_001,0,thunder,train
183,clip_1_188,0,thunder,train
184,clip_1_022,0,thunder,train
185,clip_1_018,0,thunder,train
186,clip_1_117,0,thunder,train
187,clip_1_017,0,thunder,train
188,clip_1_157,0,thunder,train
189,clip_1_158,0,thunder,train
190,clip_1_175,0,thunder,train
191,clip_1_077,0,thunder,train
192,clip_1_187,0,thunder,train
193,clip_1_142,0,thunder,train
194,clip_1_037,0,thunder,train
195,clip_1_057,0,thunder,train
196,clip_1_094,0,thunder,train
197,clip_1_151,0,thunder,train
198,clip_1_122,0,thunder,train
199,clip_1_065,0,thunder,train